X,Y,Z_10,Ss_10,Z_5,Ss_5,Z_2,Ss_2
129986.50950787353,639990.6532776791,0.055347640533440746,0.1306775853650279,0.07557143353308422,0.1811376311641244,0.11075018797502181,0.26872282932755914
129985.81167106912,649990.7374992172,0.05767059902597219,0.13604511934753394,0.07930824820562479,0.18997264541038375,0.11630709183383829,0.2823628103212713
129985.11206332874,659990.8217799608,0.054753057473738945,0.12910357749017354,0.07424444127804641,0.17817445788808306,0.10776123672585645,0.26300738057145134
129984.4106864609,669990.9061207245,0.05092423464604121,0.11997531126307533,0.06800491906028777,0.16359084203064783,0.09933493642928476,0.24408050373504359
129983.70754228577,679990.9905223154,0.05000900393025037,0.11750946004099465,0.06770746955947585,0.16253688630017216,0.10489628399411788,0.25644874834115866
129983.00263261965,689991.0749855362,0.051684167850598595,0.12133577957534027,0.07199215832404503,0.17261070414249172,0.11672074235430828,0.2842860856927098
129982.29595929002,699991.1595111744,0.05355073555347391,0.12587703104341064,0.07502383186863153,0.18019783170426862,0.12047919404262476,0.29447103750156156
129981.58752412403,709991.2441000221,0.055120836174543414,0.12984878004084466,0.0767834218697111,0.18486507792376033,0.12068578471577333,0.2962182241250347
129980.87732895554,719991.3287528597,0.056544441246266376,0.13358293716657182,0.07832123353373677,0.18909783236614253,0.12285834552176336,0.3017384788335503
129980.16537562173,729991.4134704607,0.05762508656356032,0.13645081685574806,0.07925485294188343,0.19174768130571393,0.12329658012659943,0.3032399599868358
129979.45166596671,739991.4982535907,0.058543770252526044,0.13889749060551013,0.07982521487338913,0.19345106725262703,0.12219592532319085,0.30132817828746583
129978.73620183536,749991.58310301,0.05992159265889472,0.1425475098644492,0.08131874332398324,0.19756944251897715,0.12434156502283797,0.3067852018541771
129978.0189850776,759991.6680194733,0.06145704092716657,0.14659810680006824,0.0828585333048809,0.20183463581397965,0.12533390091580116,0.3099668181578143
129977.30001755166,769991.7530037283,0.06328034233216452,0.15136179779933304,0.08468358751344159,0.2068508005319467,0.1255605454017549,0.311913986426106
129976.57930111598,779991.838056512,0.06588711510974016,0.158154317593201,0.08794500539924685,0.21559592839516115,0.1296660738621913,0.3229813400061909
129975.85683763376,789991.9231785614,0.06908403792238688,0.16637981880081873,0.09210432823381957,0.22658099204812707,0.13413051930823777,0.3356776159656588
129975.13262897273,799992.0083706015,0.0736553200878769,0.17790598006759195,0.09879132005681814,0.24373370745658188,0.1421940307197382,0.3579740725194367
129974.40667700714,809992.0936333505,0.0809062314664316,0.1959217657975993,0.11179466901158697,0.27566868947542317,0.16540411731218133,0.41471969843477985
135005.3637217374,359988.6389172839,0.07766312806088504,0.1909880700040116,0.09612889149926485,0.24158946236150597,0.12302002624813586,0.3171763709113584
135004.71619456902,369988.72274874384,0.07618630422972986,0.18695425363601462,0.09410566808528832,0.2359646478210692,0.1200110472895223,0.30864381965865517
135004.06684808072,379988.8066131009,0.0783533551102984,0.19192846519719686,0.09800416776987805,0.24526714411837341,0.12657736404181352,0.3248358715107134
135003.41568395268,389988.8905113547,0.0878975144238873,0.2142488077420467,0.1173694951876938,0.2908881295376303,0.16382639330262266,0.41415832489637494
135002.76270387362,399988.97444449377,0.10182583339394019,0.24549527931250778,0.15302629158057496,0.36660774193652795,0.24178504966031994,0.5765302111277667
135002.10790953453,409989.0584134973,0.09740100475089405,0.23555198471746297,0.13450308949123088,0.3311927585732173,0.19024240574227827,0.47946174274330716
135001.45130263286,419989.1424193452,0.09011527354632733,0.21778603959422876,0.12366455388463812,0.3046349636341268,0.17528561617409225,0.44122363631705036
135000.79288486775,429989.22646300227,0.08653078230960565,0.2071415972122973,0.13149147847597045,0.315287719643594,0.2081481218916591,0.502844043159424
135000.13265794603,439989.310545434,0.07766699208031552,0.18558470713362163,0.12733307819222422,0.2992127868658279,0.21956980623455793,0.515659488318642
134999.4706235762,449989.3946675959,0.06676498724873027,0.15949393663684566,0.09592957849985549,0.23188628412296902,0.15395477980439773,0.37341786558780093
134998.80678347353,459989.47883043985,0.061036260120486095,0.14513343983660504,0.08249705513577697,0.20003560238173973,0.11756981096697218,0.2923177003510973
134998.14113935712,469989.5630349065,0.05797623873447924,0.13751760601881177,0.08202861226132283,0.19748148089607281,0.1326771754344475,0.32128675904083004
134997.47369295062,479989.64728193625,0.05446681471904278,0.12880001401320346,0.07832281467243123,0.18766266321740077,0.13671504280257563,0.325524245172695
134996.80444598183,489989.73157245596,0.04982891246611702,0.11712538665978987,0.06658608352592031,0.15938003595892564,0.09787283700833073,0.2391693221064452
134996.13340018247,499989.8159073915,0.045415483139570355,0.10613699572309696,0.05748005388240146,0.1369683083198642,0.07671922286641664,0.18729475355917577
134995.46055729105,509989.9002876597,0.042202658607663084,0.09807786096634803,0.05208236449768555,0.12334495827239449,0.0668992716458454,0.16214378392534573
134994.78591904836,519989.9847141718,0.03995783418010496,0.09237756730809692,0.04877322847465788,0.11483174374734781,0.061734809694824554,0.1485879051300572
134994.10948719963,529990.0691878304,0.038563134097324245,0.08879416383885942,0.04687193481672473,0.1098647871109072,0.05904274729560555,0.14138531169011734
